class;aa_000;ae_000;af_000;ag_000;ag_001;ag_002;ag_003;ag_004;ag_005;ag_006;ag_007;ag_008;ag_009;ah_000;ai_000;aj_000;al_000;am_0;an_000;ao_000;ap_000;aq_000;ar_000;as_000;at_000;au_000;av_000;ax_000;ay_000;ay_001;ay_002;ay_003;ay_004;ay_005;ay_006;ay_007;ay_008;ay_009;az_000;az_001;az_002;az_003;az_004;az_005;az_006;az_007;az_008;az_009;ba_000;ba_001;ba_002;ba_003;ba_004;ba_005;ba_006;ba_007;ba_008;ba_009;bb_000;bc_000;bd_000;be_000;bf_000;bg_000;bh_000;bi_000;bj_000;dl_000;dm_000;dn_000;do_000;dp_000;dq_000;dr_000;ds_000;dt_000;du_000;dv_000;dx_000;dy_000;dz_000;ea_000;eb_000;ee_000;ee_001;ee_002;ee_003;ee_004;ee_005;ee_006;ee_007;ee_008;ee_009;ef_000;eg_000
neg;39844;0;0;0;0;0;2136;258126;1270892;1011654;97876;3656;0;1097116;0;0;2700;5158;2388260;2086952;588930;243182;0;0;0;0;146;40;0;0;0;0;0;40790;730198;1539824;333528;0;1304;256;460;13874;1175794;1452238;414;0;0;0;751502;724070;203392;166144;151284;155314;237786;240110;14738;0;2980442;188;1706;382;6;1097116;29094;425964;162034;0;0;17314;71432;17640;0;0;79812;9984;12166600;1424226;0;0;0;0;1367000;328264;479024;421534;215478;389788;377174;208684;109476;112416;2502;0;0
neg;30574;0;0;0;0;0;0;19334;600046;1131910;83196;110;0;727976;0;0;592;1734;1703404;1590714;355442;79972;na;0;0;0;0;0;0;0;0;0;0;16112;446434;271468;1100582;0;3762;3918;6186;6178;91904;1716962;5668;16;2;0;707694;413844;218044;142076;101768;101698;124708;24764;0;0;2059882;na;na;3028;416;727976;17298;248808;105664;na;na;8584;na;na;na;na;na;na;na;na;na;na;na;na;na;171916;241536;229924;149322;409868;287052;179342;86308;78530;798;na;na
neg;80802;0;0;0;0;0;0;5658;1618174;3177642;632604;8574;0;2712394;0;206;0;0;4881914;4353736;753986;460070;0;0;0;0;0;0;0;0;0;0;0;81482;2652364;1964178;744628;0;2944;624;858;1312;30776;5406100;24;14;0;0;1743756;1396016;670248;476486;391422;651256;113468;0;0;0;5636774;0;144;140;518;2712394;81682;404332;348618;0;0;40042;67916;11798;0;0;112240;30328;8236300;1232488;0;0;0;0;2109490;643584;1338674;642290;268834;569314;644552;691650;382600;255894;5260;0;0
neg;60242;0;0;0;0;0;0;3710;985434;2775566;605036;3824;0;2083694;0;56;0;0;3966242;3566270;606858;326502;0;0;0;0;0;0;0;0;0;0;0;37828;1487282;1190980;1657480;0;4390;2190;4482;9124;1296128;2958008;99240;8;0;0;1921778;603334;313074;240922;207248;228434;468252;390438;90;0;4573982;272;540;2476;264;2083694;52742;279664;324634;0;0;28128;67596;12740;0;0;174238;28666;5018060;1287056;0;0;0;0;1698960;792424;871466;568002;301950;571204;486430;345854;203270;228368;4602;0;0
neg;10566;0;0;0;0;0;3432;82118;320876;205360;137168;26;0;322930;0;0;2386;3184;739698;711226;69434;17102;0;0;0;0;0;0;38906;15530;10020;17838;6502;73334;188286;214102;184462;0;454;114;184;194;108266;638136;1630;2;0;0;218884;433584;65058;24932;5040;1066;360;56;0;0;811684;14;1980;906;0;322930;3702;38376;30576;0;0;2318;0;0;0;0;0;0;0;0;0;2982;0;0;9566120;49378;60056;531944;83854;18870;3594;834;360;90;0;0;0
neg;41088;0;0;0;0;0;0;790;277456;1964336;488794;25524;0;1434066;0;322;0;0;2398858;2056030;516538;291802;0;0;0;0;1350;424;0;0;0;0;0;105196;2354906;215350;81448;0;1486;364;644;10122;2047520;688844;7918;2;0;0;1059852;470830;236360;172576;139432;199608;477102;1140;0;0;2915836;0;50;1930;24;1434066;48764;266170;247900;0;0;24980;28228;6744;0;0;70794;17534;88560;19380;0;0;0;0;1088280;467396;446572;284320;152876;390012;418500;358576;219706;18894;48;0;0
pos;901308;0;0;0;0;294;654570;4695948;5600492;2678096;798038;47152;544;25655266;51670;0;3730550;6599058;53688642;45557570;23131892;10892650;na;0;0;0;44032;6944;0;0;0;0;0;0;0;2527780;11947354;0;11914;4060;5010;10826;10058446;4384878;0;0;0;0;4213920;2899546;2273528;1515110;932710;615226;654078;1215802;149050;6164;80550884;na;na;23644;0;25655266;1053052;6433672;16676440;na;na;630592;na;na;na;na;na;na;na;na;na;na;na;na;na;4801334;1628186;1218802;636788;1499868;1988876;2073892;590962;36426;0;na;na
neg;38896;0;0;0;0;0;281700;2009524;2141698;368990;19104;0;0;1820180;0;0;128812;199742;4243544;3827814;784054;426386;0;0;0;0;834;858;0;0;0;0;0;0;29496;2379916;2411604;0;4830;1158;1892;3366;123842;4685926;2;0;0;0;2049866;1679260;508094;235390;119570;83218;92696;52580;342;0;5158152;352;1002;1468;0;1820180;67004;278556;502584;0;0;36282;2954;606;0;0;250972;34402;13449840;1355096;0;0;0;0;0;1696182;1270268;753728;369858;556744;39322;64900;69468;546;0;0;0
neg;3732;0;0;0;0;0;0;254;37342;222206;42912;1858;2;137328;0;0;0;0;299932;268280;38004;20300;0;0;0;0;78;14;0;0;0;0;0;13682;148138;141142;1612;0;1928;102;130;168;7162;295030;54;0;0;0;143186;77958;39630;20918;12676;8056;2124;26;0;0;338070;0;12;834;0;137328;3030;18434;19134;0;0;2258;1594;1464;0;0;2366;436;495860;49604;0;0;0;0;0;51906;34066;156898;60292;1410;2;0;0;0;0;0;0
neg;273244;na;na;0;0;0;30154;2605808;6901688;4149372;1279348;236982;14038;6031260;0;40;68412;95458;12834424;11660936;3505386;1165514;na;0;0;0;na;na;0;0;0;0;0;8002;142546;6252456;8814386;0;9088;4974;7128;14926;10197368;4983906;0;0;0;0;2802438;2637670;2459710;2589694;1549718;913176;594566;406410;210406;1053602;16408744;na;na;na;na;6031260;163200;1792600;1708464;na;na;82112;na;na;na;na;na;na;na;na;na;na;na;na;na;2660468;1420804;661170;278222;538670;453814;520818;8082444;600784;196;na;na
neg;61508;0;0;0;0;0;0;5612;609252;4578778;770888;4152;0;2672098;0;0;0;0;5273434;4633888;1071124;491886;0;0;0;0;0;0;0;0;0;0;0;71174;410656;261618;5225234;0;6852;2622;3474;4182;459382;5492144;24;2;0;0;3471928;1150634;442448;254696;195246;334280;119450;0;0;0;6346504;0;128;972;0;2672098;105394;433980;634796;0;0;46028;42368;8408;0;0;250944;52002;11693880;1392110;0;0;0;0;60506310;1660380;1522408;669722;419736;792574;545978;216292;76550;63736;1306;0;0
neg;32656;0;0;0;0;0;0;274;24656;1506522;675290;36956;5982;1221934;7660;0;0;0;1466890;826848;1014598;568606;0;0;4532;0;1658;302;0;0;0;0;0;0;970630;1277802;1248;0;3254;1120;3722;181918;1770982;288660;10;8;6;0;949308;525634;238092;150102;105362;75520;68996;136134;532;0;2481856;30;74;92;6;1221934;78462;377092;629382;0;0;55808;12412;2764;0;0;64684;10258;21620;4948;0;0;0;0;2655220;299802;468704;293952;141338;446866;274358;152056;80668;90950;986;0;0
neg;36228;0;0;0;4712;101166;1005696;1795292;160798;7452;0;0;0;1209216;0;0;314204;463870;2265022;2239114;599946;238968;2;0;0;0;2390;622;0;0;0;0;0;0;21062;1600514;1453454;86;21584;16330;16528;14978;18048;1503554;604140;879952;2;0;1331382;554640;331058;222270;162538;118988;87102;67802;34266;165070;3180242;1964;1436;1332;0;1209216;42422;155292;442722;0;0;27812;10836;1970;0;0;118672;19236;12500;1666;0;0;0;0;0;878602;627340;303346;103462;234018;339216;340700;243130;5302;0;0;0
neg;12;16;24;0;0;0;0;116;3056;4206;0;0;0;2408;0;0;0;0;13744;11286;10102;732;0;0;0;0;10;22;0;0;0;0;0;0;0;0;7378;0;62;8;14;218;770;192;6114;0;0;0;5942;438;142;56;48;54;406;162;20;110;23868;2;0;8;0;2408;184;7892;2198;0;0;154;0;0;1306;534;60;26;6380;640;23502;0;0;0;0;5510;1538;174;56;44;32;24;0;0;0;0;0
neg;130;0;0;0;0;0;0;18106;50940;4844;0;0;0;25988;0;60;282;940;69912;51330;57516;6522;0;0;0;0;86;0;0;0;0;0;0;0;0;0;73890;0;1754;118;120;182;1440;70276;0;0;0;0;63290;6714;1572;968;466;290;226;324;38;2;127862;34;4;62;2;25988;1134;32210;24974;0;0;1218;0;0;4108;992;270;138;800;458;82522;126;0;0;0;62252;6282;2352;264;378;486;1874;2;0;0;0;0
neg;147070;na;na;0;0;0;98;183014;4180514;3821092;286996;2798;0;3325986;0;0;5240;9240;7490020;6927972;1232710;511450;na;0;0;0;na;na;0;0;0;0;0;241946;3948770;583370;3700426;0;7426;7414;9908;26990;2160214;6262454;106;0;0;0;2639186;1745404;1115258;846926;594312;517118;692922;323016;370;0;8729112;na;na;na;na;3325986;98966;669146;559772;na;na;40222;na;na;na;na;na;na;na;na;na;na;na;na;na;657390;1118828;1017196;553328;1287518;1360878;1373988;754618;350734;34;na;na
neg;196;0;0;0;0;0;2616;10762;6710;6970;548;0;0;11084;0;0;3284;7102;29992;18130;39938;5250;0;0;0;0;46;6;0;0;0;0;0;0;0;9730;17876;0;1990;1034;1184;1690;2490;10076;6566;1456;1120;0;17910;3656;2930;1070;734;318;538;270;64;116;73290;0;6;2;0;11084;504;27736;11158;0;0;820;0;6;6722;3260;422;138;30860;3154;0;40;0;0;0;14286;5542;1738;504;618;922;748;3246;2;0;0;0
neg;39872;0;0;0;0;0;0;74004;1062968;1299878;190354;8476;0;1215814;0;0;660;1676;2555708;2272452;426890;223634;0;0;0;0;286;226;0;0;0;0;0;130722;1594916;577138;332904;0;3184;1758;3376;35658;1451752;1137518;2434;0;0;0;809826;696962;234164;195436;224202;268938;188890;17262;0;0;2983972;150;406;128;2;1215814;30740;254298;171396;0;0;17448;36700;7486;0;0;77968;12784;1527920;188708;0;0;0;0;628980;352094;460792;363588;182124;398172;457566;226802;84356;105678;4508;0;0
neg;155812;0;0;0;0;0;0;70578;2717072;5074468;850074;8952;0;4512178;0;58;0;0;7728560;6702502;1607564;799402;0;0;0;0;0;0;0;0;0;0;0;1184696;7063226;473190;32;0;6822;2358;4028;6756;1986790;6714054;318;18;0;0;3215608;1500506;654852;508086;402050;356678;424090;949684;667644;41946;9339172;524;724;968;622;4512178;114748;830856;769944;0;0;71420;190534;31658;0;0;354668;57068;6650680;2802186;0;0;0;0;101279650;1116664;1456284;800048;357970;710644;619950;553300;470876;2087806;547602;0;0
neg;19796;0;0;0;0;2320;124570;938318;140100;21310;2860;0;0;457382;0;0;51084;72046;1037016;1051714;171134;21550;0;0;0;0;0;0;0;0;0;0;0;0;15664;994666;219148;0;2186;992;978;1020;14650;1209650;2;0;0;0;254140;374848;207106;121912;69816;46550;43184;57344;36500;18078;1259462;492;1238;116;0;457382;12158;70152;100404;0;0;6640;9770;2052;0;0;19490;2566;1389340;151430;1203012;10350;0;0;0;221424;100608;78026;47652;164006;502674;97436;14822;2830;0;0;0
neg;20736;0;0;0;0;0;0;188;73724;873136;295186;11572;270;530524;0;0;0;0;1078632;901618;275496;155876;0;0;0;0;622;86;0;0;0;0;0;17610;542072;627648;66746;0;2102;756;2366;5932;865092;377092;736;0;0;0;362564;309388;107854;77876;61484;55422;90106;189382;0;0;1354274;34;4;24;0;530524;14990;160034;113350;0;0;8934;17062;4678;0;0;32094;5518;5107880;798058;0;0;0;0;0;175436;185460;138978;67758;129774;158638;119370;102508;156752;19402;0;0
neg;7050;0;0;0;0;0;0;2030;172352;322166;46946;876;0;242454;0;0;0;0;489734;415890;138512;50946;0;0;0;0;152;116;0;0;0;0;0;4408;197694;327950;14318;0;1168;106;524;2180;194978;345228;186;0;0;0;232900;141072;48084;32278;24486;22200;36616;6734;0;0;628524;36;138;1118;12;242454;7502;85398;52786;0;0;4398;4334;1020;0;0;20464;2870;39140;6458;0;0;0;0;935280;96472;128634;61284;27516;69396;129306;27264;4266;232;0;0;0
neg;28714;0;0;0;0;0;0;408;49344;1099102;1068284;126098;6510;968394;0;0;0;0;2065394;1798938;368576;231206;0;0;5524;0;2310;528;0;0;0;0;0;150;144968;917198;1287430;0;1544;1010;2250;204938;1646714;493278;12;0;0;0;927224;549782;278140;244584;171174;85292;57628;35922;0;0;2434340;102;126;2610;38;968394;26744;122186;244564;0;0;13280;17192;3046;0;0;55088;11134;18300;2614;0;0;0;0;5035500;617120;373344;287208;176814;392168;304814;156418;29002;12844;14;0;0
neg;36328;0;0;0;0;0;0;884;209406;1679694;717742;64204;4944;1128528;0;0;0;0;2272962;1858878;594668;354938;0;0;0;0;7026;1156;0;0;0;0;0;28346;1089478;1421904;137146;0;12204;3764;5322;369236;1829270;457012;64;2;0;0;1047028;504536;232598;164430;120232;100624;153792;353092;542;0;2868122;570;764;1892;16;1128528;37858;289508;303456;0;0;21842;28480;12304;0;0;61162;11158;8215860;834226;0;0;0;0;6327200;499676;533992;408300;193820;390468;352170;292272;5748;176;252;0;0
neg;346560;112;620;0;0;3364;1281428;5033816;7587890;3940762;474118;33936;1090;9766314;0;28;670098;908748;16493008;15951964;4923046;828684;0;0;0;0;2064;1916;0;0;0;0;0;0;607152;11281114;6468138;0;27828;14360;19732;48874;310332;16302094;871206;761978;0;0;5632932;5918078;2177602;1397694;902980;598474;427688;325082;160124;815750;22087170;32766;28732;90634;6;9766314;185456;3719704;1191626;na;na;92056;38622;21192;8559786;992256;14666;132736;250040;114272;21702564;8656;348;360;na;1288738;1717260;1658182;739674;3078074;397008;4674362;4795654;7452;0;2;0
neg;6;0;0;0;0;0;0;6;7108;2926;0;0;0;3410;0;0;0;0;14934;11422;13600;1048;0;0;0;0;4;6;0;0;0;0;0;0;0;5572;4468;0;62;30;22;1022;594;3398;4912;0;0;0;8832;126;566;62;50;242;162;0;0;0;28554;0;2;0;0;3410;192;10154;3250;0;0;234;0;0;0;8;10;6;100;10;5528;8;0;0;0;8904;1010;32;8;12;20;34;20;0;0;0;0
neg;1606;0;0;0;0;0;0;286;10660;123330;4156;0;0;45118;0;16196;0;0;159256;132930;15368;3120;0;0;0;0;0;0;0;0;0;0;0;0;38084;5190;95158;0;2300;398;688;824;3606;130612;4;0;0;0;87848;38812;7414;2680;666;370;586;56;0;0;174666;0;22;242;6;45118;1248;7350;7952;0;0;1662;402;118;0;0;3420;754;291040;37132;0;0;0;0;365600;37366;32136;6764;2538;10180;44134;1130;766;3056;362;0;0
neg;1426;0;0;0;0;0;0;104;25654;52210;0;0;0;25766;0;0;0;0;73498;65780;12842;5218;0;0;0;0;126;46;0;0;0;0;0;0;44790;33178;0;0;104;16;34;42;3202;74530;40;0;0;0;23636;41706;8804;2808;712;144;80;78;0;0;86364;0;2;444;2;25766;906;7254;5566;0;0;458;232;64;0;0;970;306;1820;194;0;0;0;0;425390;6718;8454;2958;896;2326;55886;730;0;0;0;0;0
neg;4122;0;0;0;0;0;0;316;12778;45710;17720;3320;0;28882;0;0;0;0;71810;57586;28696;6274;0;0;0;0;72;14;0;0;0;0;0;0;8700;0;71144;0;1568;1488;3990;8854;11958;49642;2322;16;6;0;70896;8146;570;158;64;10;0;0;0;0;100604;0;8;0;0;28882;1334;9056;19350;0;0;990;0;0;0;0;1022;246;2760;1730;0;0;0;0;157900;55516;13834;3454;1144;3552;2074;270;0;0;0;0;0
neg;946;0;0;0;0;0;0;104;16166;49372;0;0;0;29824;0;0;0;0;63228;57466;10528;3378;0;0;0;0;34;10;0;0;0;0;0;0;30590;26996;8056;0;72;18;28;50;15894;49542;38;0;0;0;35874;25812;3468;392;64;32;0;0;0;0;73802;0;0;0;0;29824;618;5240;5260;0;0;362;166;54;0;0;1808;536;4240;628;0;0;0;0;0;13806;9036;3358;1888;12544;19186;5586;194;30;14;0;0
neg;24138;na;na;0;0;0;0;208;5946;1254388;347298;382;0;618322;0;0;0;0;1317284;1162228;485736;142576;na;0;0;0;na;na;0;0;0;0;0;0;182060;485680;940482;0;4236;3372;2888;3950;642790;950600;386;0;0;0;526060;332792;211514;154794;109044;89374;96574;80360;7588;122;1803404;na;na;na;na;618322;21046;265984;218632;na;na;10328;na;na;na;na;na;na;na;na;na;na;na;na;na;216030;302218;149282;85658;280970;381094;168092;16092;8576;210;na;na
neg;26;0;0;0;0;0;0;6;9938;1404;0;0;0;4092;0;90;0;0;26438;23486;17484;602;0;0;0;0;10;8;0;0;0;0;0;0;0;5988;5360;0;66;28;38;512;604;5624;4476;0;0;0;9920;448;60;28;82;170;446;62;30;102;43934;0;4;0;0;4092;172;15104;2364;0;0;168;0;0;0;0;20;14;17440;1736;0;12;0;0;0;9176;1378;186;138;36;54;76;152;0;152;0;0
neg;39608;0;0;0;0;0;0;108;44770;1670928;958058;78928;4312;1313634;0;0;0;0;2479428;2209802;477266;209714;0;0;0;0;192;88;0;0;0;0;0;31800;582310;204100;1938894;0;4076;3772;9648;261706;2186036;291854;12;0;0;0;1071478;755578;271754;179840;122728;97384;115130;143212;0;0;2957192;378;642;336;6;1313634;39490;241504;235070;0;0;18166;26646;5480;0;0;92228;17810;482720;54948;0;0;0;0;1013490;471764;517686;316038;165736;363566;363946;252662;166040;137774;1892;0;0
neg;34;4;4;0;0;0;0;7348;12276;1104;0;0;0;6264;0;64;246;492;29124;23890;9900;650;0;0;0;0;84;46;0;0;0;0;0;0;0;0;20728;0;232;44;54;994;194;9070;10140;0;0;0;17436;1684;324;168;238;206;474;70;34;94;39350;0;4;0;0;6264;540;5658;4132;0;0;488;0;0;230;38;136;50;18720;2808;14092;8;0;0;0;13964;6122;234;62;66;88;142;50;0;0;0;0
neg;16;0;0;0;0;0;0;18;710;5572;0;0;0;2152;0;0;0;0;6426;4146;5328;432;0;0;0;0;14;40;0;0;0;0;0;0;0;0;6300;0;1392;14;12;20;36;3680;1146;0;0;0;4870;356;100;222;66;38;270;238;48;92;11772;0;0;8;0;2152;190;2904;2410;0;0;178;0;0;824;308;34;16;1520;152;0;26;0;0;0;4590;1246;146;64;42;48;42;122;0;0;0;0
neg;30;0;0;0;0;0;0;80;4028;5402;222;0;0;3784;0;0;0;0;9496;6286;4366;1368;0;0;0;0;8;0;0;0;0;0;0;0;9732;0;0;0;82;8;14;28;1006;8594;0;0;0;0;7934;1268;304;116;34;18;52;6;0;0;13876;0;8;8;0;3784;248;1128;3222;0;0;166;0;0;0;0;264;70;1380;146;0;0;0;0;0;5410;3476;722;92;12;20;0;0;0;0;0;0
neg;688032;na;na;0;0;61206;2811710;12587742;16816246;8134802;1121018;83740;3824;15911880;1596;222;1278992;2291764;31545770;28396326;9917198;3983100;na;0;0;0;na;na;0;0;0;0;0;40636;958862;22224532;18396258;0;46242;48806;98810;134990;519482;40771092;742;124;0;0;7334676;19496704;7651090;3049884;1516462;887894;572378;428024;312572;370604;42753578;na;na;na;na;15911880;621738;4021634;5872802;na;na;317440;na;na;na;na;na;na;na;na;na;na;na;na;na;5326918;6136286;3931254;1893890;3902732;3079012;12518020;4792042;40134;0;na;na
neg;33176;0;0;0;0;0;0;2738;480110;1393270;615824;53586;11550;1119060;0;0;0;0;2265724;1942292;427924;272066;0;0;0;0;2356;516;0;0;0;0;0;54826;1434680;706050;361522;0;2080;914;1014;48316;1788804;713768;2182;0;0;0;870414;459468;176096;140706;110512;92686;295676;411520;0;0;2694118;118;488;352;34;1119060;32086;210060;216812;0;0;17562;31150;5654;0;0;72854;10908;249140;118850;0;0;0;0;32177080;449244;573080;406848;196048;375968;364840;108090;45768;36580;612;0;0
neg;60168;0;0;0;0;0;0;4716;293150;2034462;1023636;38418;0;1894422;0;0;0;0;2922546;2450038;604440;382516;0;0;0;0;0;0;0;0;0;0;0;0;1686264;1708108;10;0;3414;1644;1968;2088;666594;2718414;260;0;0;0;1474322;472972;173132;128800;107986;107854;407980;521336;0;0;3527876;0;128;126;558;1894422;60798;241132;358618;0;0;34562;62850;10860;0;0;148854;18702;2960200;441760;0;0;0;0;379270;435268;499700;253090;121610;274288;315664;357874;336610;763082;37196;0;0
neg;60012;0;0;0;0;0;0;5842;142222;2998008;1858592;290784;45122;2274966;0;0;0;0;4563332;3807144;1631918;685536;0;0;42844;0;5406;572;0;0;0;0;0;100386;984340;1906842;2349002;0;7628;6052;13108;47184;301654;4963740;1204;0;0;0;1743306;1131586;409432;352140;343548;320160;539980;494968;5450;0;6195768;104;66;274;104;2274966;66202;1050256;574578;0;0;37688;26490;24770;0;0;47548;36734;6866220;937708;13678;10902;0;0;12570;1294264;1210496;873990;412160;821540;632744;93878;1452;46;0;0;0
neg;39352;0;0;0;0;0;0;40886;855322;1360232;330848;25498;1190;1149780;0;0;0;0;2281878;1950068;439586;282272;0;0;0;0;1404;318;0;0;0;0;0;26026;1171802;1221184;194964;0;6332;9116;22252;781100;1592910;202250;16;0;0;0;812538;571688;201898;156406;136040;127416;186610;413142;8238;0;2721882;24;44;460;0;1149780;33774;213874;222758;0;0;18720;36812;5992;0;0;77444;17786;10020;2034;0;0;0;0;684380;428156;427206;367308;185058;321752;280218;192116;140994;268974;2194;0;0
neg;6240;0;0;0;0;0;0;340;63324;1484058;975164;492;0;1008796;0;0;0;0;2295170;2072592;308386;203982;0;0;0;0;1330;264;0;0;0;0;0;18858;165116;228216;2111188;0;866;348;568;11398;1843724;666332;142;0;0;0;1780074;588910;77488;25290;14324;17050;18734;1508;0;0;2603708;188;106;504;0;1008796;32668;86520;221598;0;0;12854;864;270;0;0;27800;7320;10448500;1371418;68378;4544;0;0;4981570;1472822;916792;88268;16860;22364;5142;700;306;124;0;0;0
neg;46230;0;0;0;0;0;0;55264;895310;1267098;774756;49808;1014;1238000;0;0;120;368;2776516;2492510;486208;242318;0;0;0;0;276;346;0;0;0;0;0;42182;962646;1470248;568174;0;2598;936;1102;1840;324786;2711870;118;0;0;0;874290;871636;345494;258186;203624;160260;184038;145658;64;0;3263226;538;940;530;6;1238000;28260;310008;173994;0;0;15900;49224;15070;0;0;71786;10202;8976480;914278;0;0;0;0;7605490;387500;603290;378218;195254;408378;402500;309750;167468;188290;2602;0;0
neg;148940;0;0;0;0;0;0;27458;1550014;6959956;1473686;2532;0;4854082;3352;0;0;0;9045948;8024392;1806668;755828;0;0;0;0;0;0;0;0;0;0;0;1400;3460982;6487726;63538;0;18124;9148;9552;19508;4132628;5824108;552;22;4;0;3602156;1878764;1219988;982206;796382;687914;594140;248300;3796;0;10855658;164;428;1060;1120;4854082;116968;957774;839436;0;0;67206;63342;13060;0;0;259752;39370;33869740;4309738;0;0;0;0;6301410;875514;2137650;1553666;974278;2601242;1006300;425128;191554;248084;230;0;0
neg;39240;0;0;0;0;0;0;1384;340522;2364262;826354;71076;4146;1558522;0;0;0;0;3169258;2605466;1008624;428422;0;0;0;0;7376;1168;0;0;0;0;0;77384;1015356;2420506;94498;0;16738;15420;25724;578534;2743902;227426;0;0;0;0;1770128;767766;301664;197396;153012;124168;115644;177296;670;0;4179258;264;152;886;10;1558522;53892;564256;441814;0;0;29706;22538;3590;0;0;113312;23046;617260;172060;0;0;0;0;942100;731580;1286326;510490;156756;258398;232154;141718;97866;178088;14368;0;0
neg;40170;0;0;0;0;0;0;2472;587128;1512076;563950;27338;1630;1269724;0;0;0;0;2445708;2229782;420630;173180;0;0;0;0;272;100;0;0;0;0;0;1778;640096;890358;1162362;0;4898;1170;1842;3948;50174;2631976;586;0;0;0;898954;758596;298682;191020;126474;84308;75702;251120;9738;0;2866724;3118;3794;4020;2;1269724;29962;232282;187418;0;0;14092;44146;7406;0;0;86512;12458;774300;115616;2803956;1904;0;0;39171040;330752;431072;297830;219910;855560;553514;4480;416;976;84;0;0
neg;32284;0;0;0;0;0;0;324;53552;1423994;942966;93518;13730;1046760;0;0;0;0;2216152;1854830;441958;312998;0;0;13044;0;4756;860;0;0;0;0;0;26340;340966;1591484;569294;0;3694;2754;2742;5216;393976;2119642;60;0;0;0;913948;497214;169950;125034;98868;85874;131734;505454;8;0;2658562;40;26;262;72;1046760;34646;209656;231386;0;0;19668;33172;7994;0;0;87634;13612;4546040;538142;0;0;0;0;2284970;532436;655622;296506;126156;215250;152164;129524;107858;291552;21016;0;0
neg;7152;0;0;0;0;0;0;4136;259986;177272;1266;0;0;212134;0;200;0;0;410548;365500;95342;31124;0;0;0;0;0;0;0;0;0;0;0;762;235110;86346;120442;0;3242;1040;2234;1970;44358;389128;688;0;0;0;148390;111472;43004;24172;16754;14208;16742;39108;23276;5534;506072;32;32;38;16;212134;4974;60654;33844;0;0;3204;5196;1068;0;0;17168;2806;373880;57776;0;0;0;0;6152700;71436;62958;38638;20216;37878;36604;86888;75222;12776;44;0;0
neg;148096;0;0;0;0;0;0;64308;2009348;7948614;1827770;8030;0;5575132;0;60;148;214;10420092;8766006;2669566;1132144;0;0;0;0;0;0;0;0;0;0;0;1062222;8357270;1960980;477598;0;34958;21088;35322;55134;4809366;6901072;1100;26;2;2;5381104;1644534;1068324;855452;751526;730660;756820;584588;83468;1594;13095734;98;140;448;1106;5575132;149196;1366062;1285152;0;0;109132;107256;17472;0;0;310534;43692;28751060;5160912;0;0;0;0;118641700;1226998;3789152;2590360;1193820;1488680;701296;355242;197390;309166;5966;0;0
neg;28162;0;0;0;0;0;0;592;40324;1307660;532014;20170;480;884380;0;48;0;0;1694248;1486454;307664;176776;0;0;0;0;506;130;0;0;0;0;0;2138;166832;879680;852590;0;2512;1824;2238;3260;102672;1788498;236;0;0;0;415952;697026;247178;159774;103780;72252;72436;132692;150;0;2002250;66;230;488;30;884380;27018;142100;163690;0;0;15590;17376;7612;0;0;47738;10150;9833340;1082178;249422;1914;0;0;0;211464;402312;296126;166324;307238;207394;117368;75616;112122;5276;0;0
neg;44152;0;0;0;0;0;0;138736;1526128;944480;48354;718;0;1278952;0;0;1524;2098;2393742;2054730;699864;262060;0;0;0;0;254;736;0;0;0;0;0;0;37334;1738494;882588;0;4062;3870;4888;7328;7970;1430060;1200238;0;0;0;1063922;484066;275826;189522;148148;113366;90230;67538;36530;189268;3095948;1304;1804;406;6;1278952;40672;439596;256578;0;0;23986;17002;5262;8361238;1036306;114822;17244;9960720;1028490;3003070;33430;0;0;4151380;284476;520738;288038;102968;191504;184242;180880;836868;68660;42;0;0
neg;184310;0;0;0;0;0;27072;4575092;5763468;1233446;17508;358;0;5601894;0;0;94782;160872;10785278;9821230;3763044;817148;0;0;0;0;0;0;0;0;0;0;0;44056;444738;5568718;5559432;0;6770;3120;5112;7626;425656;11167670;990;0;0;0;1623578;5413032;1504222;904400;600078;421204;349058;517986;276978;6408;14645286;0;0;0;0;5601894;142358;3089004;665288;0;0;67356;0;0;0;0;0;0;0;0;122;0;0;0;0;1012658;2124214;1738152;725222;1603130;2289014;1936088;184604;3862;0;0;0
neg;448;0;0;0;0;0;314;11346;17124;8028;0;0;0;14768;0;34;1064;1820;49842;45976;52748;896;0;0;0;0;0;4;0;0;0;0;0;0;0;0;36812;0;1458;44;34;24;198;33970;234;850;0;0;14564;9470;8218;2414;1448;526;168;4;0;0;103742;20;22;236;0;14768;552;48894;3772;0;0;490;0;0;0;0;582;106;680;68;0;0;0;0;0;10770;6632;2146;620;2176;10222;3012;1234;0;0;0;0
neg;19014;0;0;0;0;0;0;452;214070;680596;184314;24978;2378;507220;0;0;0;0;1019424;899196;158038;95840;0;0;0;0;416;246;0;0;0;0;0;99412;505848;487408;14120;0;508;182;302;53212;674880;377668;36;0;0;0;343666;271744;97198;74808;66292;67972;82990;102118;0;0;1177654;26;58;170;2;507220;14100;83144;74272;0;0;6846;16116;3006;0;0;35190;10082;331180;83088;0;0;0;0;182800;96138;233218;130182;59792;111764;107006;62552;54178;209506;42452;0;0
